GAME_ID,GAME_DATE,HOME_TEAM_ID,HOME_WIN,HOME_ROLL_10_PTS,HOME_ROLL_10_FG_PCT,HOME_ROLL_10_FG3_PCT,HOME_ROLL_10_FT_PCT,HOME_ROLL_10_REB,HOME_ROLL_10_AST,HOME_ROLL_10_TOV,HOME_ROLL_10_STL,HOME_ROLL_10_BLK,HOME_ROLL_10_PLUS_MINUS,HOME_ROLL_10_WL_NUM,HOME_WIN_STREAK,HOME_REST_DAYS,AWAY_TEAM_ID,AWAY_ROLL_10_PTS,AWAY_ROLL_10_FG_PCT,AWAY_ROLL_10_FG3_PCT,AWAY_ROLL_10_FT_PCT,AWAY_ROLL_10_REB,AWAY_ROLL_10_AST,AWAY_ROLL_10_TOV,AWAY_ROLL_10_STL,AWAY_ROLL_10_BLK,AWAY_ROLL_10_PLUS_MINUS,AWAY_ROLL_10_WL_NUM,AWAY_WIN_STREAK,AWAY_REST_DAYS,DIFF_ROLL_10_PTS,DIFF_ROLL_10_FG_PCT,DIFF_ROLL_10_FG3_PCT,DIFF_ROLL_10_FT_PCT,DIFF_ROLL_10_REB,DIFF_ROLL_10_AST,DIFF_ROLL_10_TOV,DIFF_ROLL_10_STL,DIFF_ROLL_10_BLK,DIFF_ROLL_10_PLUS_MINUS,DIFF_ROLL_10_WL_NUM,DIFF_WIN_STREAK,DIFF_REST_DAYS,H2H_HOME_WINRATE
0022400700,2025-02-03,1610612766,0,109.0,0.4445,0.34450000000000003,0.7802,44.4,24.9,14.1,8.7,4.9,-1.1,0.4,4,2.0,1610612764,101.8,0.40490000000000004,0.31239999999999996,0.764,43.7,23.2,14.1,7.6,4.1,-17.0,0.1,1,2.0,7.200000000000003,0.03959999999999997,0.03210000000000007,0.016199999999999992,0.6999999999999957,1.6999999999999993,0.0,1.0999999999999996,0.8000000000000007,15.9,0.30000000000000004,3,0.0,0.7
0022400707,2025-02-03,1610612762,0,112.2,0.4586,0.34249999999999997,0.7609999999999999,43.1,26.7,14.7,5.9,5.1,-8.9,0.2,1,2.0,1610612754,119.9,0.5072,0.378,0.7384999999999999,42.9,30.8,11.5,9.4,5.2,8.4,0.8,3,2.0,-7.700000000000003,-0.04859999999999998,-0.03550000000000003,0.022499999999999964,0.20000000000000284,-4.100000000000001,3.1999999999999993,-3.5,-0.10000000000000053,-17.3,-0.6000000000000001,-2,0.0,0.75
0022400711,2025-02-04,1610612751,1,98.7,0.41900000000000004,0.3173,0.7558,42.8,23.4,13.9,7.8,4.7,-8.6,0.3,2,3.0,1610612745,114.1,0.4563,0.3651,0.7539,46.6,23.4,14.0,9.3,4.2,-0.2,0.5,3,1.0,-15.399999999999991,-0.037299999999999944,-0.047799999999999954,0.0019000000000000128,-3.8000000000000043,0.0,-0.09999999999999964,-1.5000000000000009,0.5,-8.4,-0.2,-1,2.0,0.6
0022400710,2025-02-04,1610612739,0,124.1,0.49269999999999997,0.38049999999999995,0.7925000000000001,46.8,29.9,11.1,7.3,3.9,10.9,0.6,4,2.0,1610612738,116.6,0.46699999999999997,0.3883,0.8128,42.8,28.0,10.8,7.5,5.5,9.1,0.7,3,2.0,7.5,0.0257,-0.007800000000000029,-0.020299999999999874,4.0,1.8999999999999986,0.29999999999999893,-0.20000000000000018,-1.6,1.8000000000000007,-0.09999999999999998,1,0.0,0.7
0022400712,2025-02-04,1610612755,1,115.9,0.48050000000000004,0.3975,0.7984,36.4,25.3,10.3,8.7,3.1,-3.7,0.4,2,2.0,1610612742,113.9,0.4761,0.3464,0.7811,46.2,24.9,14.5,6.7,6.2,-4.5,0.4,2,2.0,2.0,0.004400000000000015,0.051100000000000034,0.017299999999999982,-9.800000000000004,0.40000000000000213,-4.199999999999999,1.9999999999999991,-3.1,0.7999999999999998,0.0,0,0.0,0.5
0022400714,2025-02-04,1610612741,1,110.4,0.44800000000000006,0.3464,0.8564,47.4,27.4,14.7,6.9,5.1,-5.9,0.3,1,2.0,1610612748,109.2,0.46499999999999997,0.36460000000000004,0.8525,45.2,27.7,13.4,5.4,3.8,-6.0,0.4,1,3.0,1.2000000000000028,-0.016999999999999904,-0.01820000000000005,0.0039000000000000146,2.1999999999999957,-0.3000000000000007,1.299999999999999,1.5,1.2999999999999998,0.09999999999999964,-0.10000000000000003,0,-1.0,0.42857142857142855
0022400715,2025-02-04,1610612746,0,114.0,0.49470000000000003,0.353,0.8361000000000001,45.5,24.1,13.8,8.6,5.0,6.4,0.6,1,2.0,1610612747,114.5,0.5132,0.36269999999999997,0.8297000000000001,41.8,27.3,12.3,7.4,5.0,9.5,0.8,2,3.0,-0.5,-0.01849999999999996,-0.009699999999999986,0.006399999999999961,3.700000000000003,-3.1999999999999993,1.5,1.1999999999999993,0.0,-3.0999999999999996,-0.20000000000000007,-1,-1.0,0.6666666666666666
0022400716,2025-02-04,1610612757,1,113.5,0.47219999999999995,0.3631,0.7654,45.1,23.8,13.2,7.4,5.9,7.8,0.8,4,1.0,1610612754,118.2,0.5025000000000001,0.3673,0.756,42.0,30.3,11.6,9.6,6.1,6.9,0.8,4,1.0,-4.700000000000003,-0.030300000000000105,-0.004200000000000037,0.009399999999999964,3.1000000000000014,-6.5,1.5999999999999996,-2.1999999999999993,-0.1999999999999993,0.8999999999999995,0.0,0,0.0,0.8
0022400713,2025-02-04,1610612761,0,111.4,0.48860000000000003,0.37920000000000004,0.7390000000000001,45.2,30.6,13.4,7.3,5.4,6.4,0.8,1,2.0,1610612752,120.5,0.4904,0.3739,0.7905,42.7,29.5,11.5,9.6,3.4,5.7,0.7,1,1.0,-9.099999999999994,-0.0017999999999999683,0.005300000000000027,-0.05149999999999988,2.5,1.1000000000000014,1.9000000000000004,-2.3,2.0000000000000004,0.7000000000000002,0.10000000000000009,0,1.0,0.5
0022400721,2025-02-05,1610612755,0,115.8,0.4852,0.39370000000000005,0.7668,36.3,26.3,10.3,8.4,3.3,-2.9,0.5,1,1.0,1610612748,111.8,0.47400000000000003,0.3705,0.85,44.7,28.4,13.2,5.1,3.8,-5.8,0.4,1,1.0,4.0,0.011199999999999988,0.023200000000000054,-0.08319999999999994,-8.400000000000006,-2.099999999999998,-2.8999999999999986,3.3000000000000007,-0.5,2.9,0.09999999999999998,0,0.0,0.375
